-327,-329,266,184,-7,127,11,638,307,-265,698,318,-201,-684
-329,-336,264,174,-3,129,4,633,308,-254,692,321,-200,-680
-325,-336,263,170,-11,129,5,641,307,-263,699,321,-205,-685
-321,-336,266,152,-6,130,6,638,306,-252,700,319,-198,-673
-330,-331,261,194,-12,132,7,641,304,-260,694,322,-200,-683
-318,-336,268,178,-1,128,0,637,304,-267,698,321,-196,-682
-323,-336,268,172,-6,129,4,633,309,-264,694,317,-201,-679
-326,-332,266,171,-9,135,9,645,309,-260,697,324,-202,-682
-327,-334,266,173,-7,127,4,631,309,-256,693,325,-202,-680
-325,-331,267,201,-4,132,5,637,308,-261,698,322,-196,-684
-330,-336,268,184,-6,130,4,639,310,-259,695,323,-198,-681
-322,-330,269,165,-5,132,7,635,307,-261,697,322,-196,-681
-328,-336,273,166,-5,133,7,639,308,-265,693,321,-200,-682
-322,-333,266,193,-9,134,5,632,305,-255,695,320,-203,-682
-328,-326,263,184,-4,131,0,640,309,-262,695,324,-199,-682
-324,-336,263,165,1,129,1,637,305,-258,698,314,-198,-683
-329,-338,267,155,-1,131,5,638,310,-256,697,326,-199,-681
-325,-329,269,159,-7,131,8,638,305,-256,696,315,-200,-681
-325,-337,262,188,-2,127,7,635,303,-259,697,322,-201,-679
-326,-326,274,185,-11,131,2,644,302,-260,695,322,-201,-684
-328,-332,268,163,-9,132,4,636,305,-261,698,323,-200,-683
-323,-332,268,161,-3,131,7,641,304,-265,695,320,-200,-673
-324,-336,268,177,-12,129,6,634,307,-261,694,318,-201,-680
-330,-336,264,187,0,131,6,635,303,-264,702,323,-197,-680
-326,-332,268,173,-8,130,7,636,302,-264,693,318,-196,-679
-328,-335,266,168,-2,133,2,639,308,-259,698,322,-200,-681
-325,-328,270,157,-11,128,4,643,304,-263,687,322,-197,-678
-327,-335,268,202,-6,131,9,635,306,-260,704,323,-196,-686
-325,-335,264,182,-6,132,8,634,307,-255,695,321,-202,-681
-325,-332,268,163,-6,128,6,636,311,-258,692,319,-196,-681
-325,-333,268,164,-12,132,8,644,307,-259,698,325,-203,-676
-324,-336,265,163,-4,126,5,636,308,-259,696,326,-200,-679
-323,-330,270,182,-10,132,7,636,301,-262,693,320,-197,-688
-323,-333,264,169,-14,127,6,640,303,-262,697,321,-200,-686
-327,-332,267,154,-2,130,8,636,315,-257,696,321,-204,-680
-327,-332,268,172,-8,132,10,636,309,-262,701,322,-201,-685
-323,-330,266,183,-8,137,7,634,309,-259,693,320,-199,-681
-323,-329,267,183,-6,129,2,637,299,-259,695,322,-200,-688
-327,-335,267,164,-7,133,8,643,306,-259,693,317,-192,-680
-324,-336,270,164,-7,133,9,640,310,-258,697,322,-199,-684
-317,-336,267,170,-3,131,12,639,306,-256,696,324,-194,-683
-328,-329,271,181,-5,130,3,635,304,-261,694,325,-202,-685
-321,-329,266,162,-14,127,10,640,302,-260,694,318,-199,-683
-327,-331,273,187,-2,130,1,636,299,-258,697,325,-199,-683
-326,-333,267,199,-3,128,6,637,299,-263,693,320,-203,-678
-323,-337,272,171,-3,128,7,640,299,-258,692,324,-202,-680
-326,-333,264,174,-9,130,11,642,300,-255,695,324,-197,-680
-319,-330,272,176,-13,134,6,634,305,-259,695,320,-199,-682
-318,-324,276,195,-2,128,6,640,295,-266,696,322,-201,-687
-322,-334,268,177,-10,129,5,638,300,-255,692,323,-201,-680
-322,-328,272,184,-10,134,6,636,301,-258,690,320,-200,-682
-325,-326,266,179,-10,131,10,636,296,-260,694,321,-196,-678
-328,-329,267,163,-5,131,5,643,303,-258,697,324,-195,-680
-327,-330,274,169,-9,129,5,640,296,-262,693,322,-198,-679
-324,-328,265,178,-7,131,7,638,300,-260,691,324,-200,-684
-323,-329,266,171,-10,133,7,634,293,-263,692,320,-200,-688
-322,-324,267,179,-6,128,4,639,305,-262,693,323,-195,-688
-321,-326,272,142,-2,132,5,642,299,-256,694,321,-201,-683
-321,-325,271,149,-3,133,4,641,301,-259,694,323,-203,-682
-325,-321,272,161,-9,126,3,641,293,-257,693,324,-194,-688
-318,-325,271,179,-1,131,6,635,290,-265,692,319,-201,-685
-326,-330,269,173,-10,141,9,639,297,-257,691,321,-198,-685
-324,-330,277,178,-10,131,7,637,294,-260,698,320,-194,-681
-325,-326,272,164,-8,134,2,635,293,-260,696,324,-197,-682
-325,-328,276,172,-4,133,2,636,300,-257,695,320,-201,-682
-326,-327,273,161,-5,128,7,641,295,-256,694,322,-199,-679
-321,-328,267,187,-3,130,8,639,290,-261,694,320,-196,-683
-325,-332,270,163,-9,134,6,637,295,-263,690,323,-200,-679
-326,-326,269,156,-4,131,7,637,288,-263,691,316,-199,-681
-329,-327,269,117,-6,127,3,641,291,-259,701,321,-198,-678
-327,-321,266,126,-6,125,6,637,288,-268,687,323,-199,-685
-323,-319,265,83,-5,128,2,639,293,-270,693,324,-203,-679
-327,-325,264,66,-9,131,5,643,301,-269,693,322,-198,-683
-319,-328,275,37,-10,128,5,641,293,-264,688,322,-197,-683
-325,-324,275,31,-1,131,6,644,301,-266,687,324,-202,-683
-324,-328,271,41,-8,125,2,636,296,-264,688,321,-195,-684
-322,-328,275,28,-9,127,7,639,291,-273,688,321,-203,-683
-326,-329,271,15,-7,130,9,637,304,-265,688,324,-198,-689
-324,-322,274,-14,-5,131,4,641,308,-266,689,328,-197,-688
-325,-329,269,-21,-6,129,1,639,300,-263,693,324,-199,-680
-326,-318,271,-32,-3,137,9,641,294,-262,690,323,-203,-685
-325,-322,275,-36,1,137,5,639,299,-258,693,319,-203,-685
-322,-323,274,-60,-4,128,9,633,293,-269,691,321,-202,-679
-325,-324,275,-62,-3,137,2,641,296,-264,694,325,-199,-687
-322,-325,277,-88,-9,143,5,644,296,-264,686,323,-200,-685
-322,-319,275,-96,-9,136,9,641,293,-264,698,325,-193,-677
-327,-327,269,-81,-5,139,10,637,291,-264,689,327,-202,-689
-326,-320,278,-95,-5,136,8,645,296,-266,699,315,-196,-682
-321,-330,280,-103,-10,139,11,641,296,-263,695,320,-201,-681
-334,-323,273,-106,-4,137,12,643,297,-265,686,320,-201,-687
-326,-323,277,-89,-7,135,10,643,298,-264,694,323,-199,-684
-327,-322,270,-80,-4,138,12,640,293,-274,697,320,-198,-687
-320,-325,271,-119,-5,134,12,645,298,-264,696,317,-197,-680
-328,-316,270,-117,-3,140,8,640,296,-266,690,321,-199,-683
-324,-317,281,-104,-6,139,10,635,296,-266,698,325,-199,-684
-326,-316,274,-84,-5,137,11,643,298,-268,696,316,-199,-684
-326,-317,275,-119,-6,149,14,638,296,-264,692,322,-199,-682
-325,-317,276,-115,-8,138,15,643,292,-263,695,324,-200,-681
-323,-313,273,-95,-2,138,14,636,299,-264,697,321,-199,-684
-331,-323,269,-102,-6,140,13,638,293,-269,700,326,-203,-683
-333,-323,271,-103,-1,139,13,636,294,-267,697,322,-199,-683
-324,-321,275,-117,-4,138,14,636,297,-259,697,324,-203,-682
-331,-318,266,-93,-8,144,18,642,294,-267,697,321,-207,-683
-328,-312,271,-99,-1,144,14,636,294,-268,690,323,-196,-685
-330,-319,276,-103,-5,143,18,640,293,-265,690,321,-200,-679
-324,-316,269,-95,-5,144,13,638,294,-265,701,320,-200,-687
-325,-317,266,-85,-2,146,16,638,293,-263,697,320,-206,-686
-324,-316,272,-94,-6,141,16,645,287,-257,686,323,-198,-687
-325,-315,268,-111,-7,143,20,639,295,-265,687,321,-197,-687
-328,-312,274,-113,2,142,17,641,291,-264,695,323,-190,-684
-327,-316,272,-94,-4,143,14,640,293,-266,696,322,-202,-683
-326,-315,270,-92,-4,144,15,643,286,-263,697,325,-197,-684
-323,-313,270,-101,-2,142,16,640,296,-265,689,324,-196,-681
-325,-316,264,-103,1,144,15,641,284,-264,693,323,-194,-688
-324,-315,272,-106,-3,141,20,643,293,-264,695,325,-198,-685
-324,-313,270,-113,1,144,16,640,291,-262,695,320,-200,-679
-325,-307,266,-106,-4,142,12,639,292,-257,695,327,-198,-685
-323,-308,267,-104,-6,143,16,636,289,-267,694,322,-190,-685
-324,-310,273,-94,-7,147,16,640,290,-264,697,322,-202,-688
-322,-317,275,-105,-6,144,18,636,289,-261,694,324,-198,-677
-331,-316,269,-102,-4,144,16,644,292,-259,686,323,-193,-682
-323,-316,268,-88,-9,146,15,639,286,-267,692,322,-200,-687
-327,-312,268,-86,-5,139,20,638,292,-272,691,321,-198,-687
-327,-319,274,-99,-6,145,19,641,290,-260,696,316,-194,-688
-326,-310,272,-89,-2,147,18,639,285,-264,684,320,-200,-690
-324,-307,269,-104,-2,146,18,632,292,-266,695,321,-197,-685
-324,-309,273,-116,-5,144,21,644,284,-265,692,321,-200,-685
-325,-308,270,-102,-5,145,19,641,290,-262,694,325,-196,-684
-325,-311,271,-96,-8,149,13,639,289,-265,690,320,-197,-685
-332,-318,266,-99,-5,146,16,634,288,-267,688,320,-194,-686
-324,-316,265,-104,-5,146,15,635,290,-264,691,319,-200,-682
-321,-314,270,-83,-8,145,14,638,287,-264,688,323,-200,-684
-325,-312,267,-84,2,140,22,639,288,-265,690,322,-202,-685
-329,-309,266,-96,-8,147,14,641,283,-267,685,324,-204,-680
-325,-315,269,-106,-7,148,24,637,287,-266,686,324,-198,-686
-325,-309,265,-93,-2,141,16,638,290,-265,689,319,-199,-685
-323,-306,270,-91,-3,143,14,639,290,-262,690,327,-198,-684
-325,-314,266,-95,-3,142,13,635,285,-266,691,318,-199,-684
-324,-310,270,-97,-2,144,17,639,292,-272,688,323,-196,-684
-325,-323,266,-91,-6,145,15,636,287,-264,689,323,-196,-689
-331,-315,268,-100,-9,141,15,642,288,-264,690,324,-198,-684
-325,-310,267,-94,-6,144,14,635,290,-272,685,321,-195,-680
-326,-316,269,-89,-5,140,16,643,290,-267,690,326,-198,-688
-326,-315,266,-89,-3,143,19,635,292,-268,689,323,-196,-683
-327,-317,269,-103,-3,137,12,636,288,-264,688,319,-200,-686
-323,-313,271,-104,-9,150,18,640,289,-267,689,325,-194,-682
-323,-310,271,-94,-1,145,21,641,290,-265,687,321,-197,-687
-324,-316,271,-94,0,133,18,640,290,-265,685,328,-198,-686
-321,-315,268,-103,-4,144,14,637,292,-261,684,324,-195,-684
-324,-314,266,-102,2,147,19,637,283,-261,680,324,-201,-682
-328,-308,266,-83,-9,143,17,643,286,-261,688,322,-205,-686
-327,-317,273,-92,-5,143,15,640,285,-272,686,319,-205,-687
-326,-311,271,-101,-11,146,18,641,289,-272,692,320,-195,-676
-326,-306,265,-90,-3,142,17,640,287,-258,688,320,-201,-688
-325,-312,269,-82,-10,142,20,631,287,-265,686,322,-193,-681
-326,-310,270,-96,-2,144,19,644,280,-267,687,325,-195,-683
-325,-318,267,-93,-1,149,21,636,278,-263,685,320,-197,-685
-323,-313,263,-106,-3,143,15,640,285,-269,687,320,-196,-685
-322,-311,270,-110,-2,149,15,643,283,-267,690,323,-198,-688
-326,-303,273,-89,-3,143,18,647,283,-272,681,322,-198,-686
-328,-306,269,-93,-7,142,13,635,283,-264,688,320,-199,-685
-332,-311,270,-107,-8,141,14,641,283,-265,690,323,-202,-687
-325,-306,270,-88,-9,144,16,639,288,-270,687,322,-200,-687
-326,-310,272,-102,-8,144,17,645,284,-268,684,316,-201,-685
-329,-311,270,-97,1,149,20,641,284,-265,687,321,-201,-689
-322,-309,266,-87,-2,145,17,639,283,-264,689,323,-200,-684
-322,-310,267,-101,-1,144,16,641,282,-261,686,324,-198,-685
-326,-312,271,-104,-5,142,14,640,283,-265,688,323,-195,-684
-325,-308,271,-101,-2,146,17,636,293,-262,686,323,-199,-685
-323,-307,273,-104,-4,143,15,639,285,-263,694,323,-201,-688
-327,-309,272,-96,-3,139,18,642,286,-259,693,327,-196,-683
-323,-302,275,-107,-12,144,19,642,285,-263,690,321,-198,-681
-334,-308,270,-111,-3,148,17,641,282,-268,684,324,-199,-684
-324,-303,271,-108,-2,145,15,640,284,-272,684,321,-197,-683
-329,-303,270,-88,-2,146,13,640,288,-269,679,319,-200,-688
-327,-301,274,-86,-6,141,23,633,285,-266,688,321,-202,-685
-324,-308,268,-91,-5,146,13,645,280,-264,689,322,-195,-691
-324,-308,270,-95,-4,146,16,639,281,-264,690,325,-199,-687
-326,-310,270,-85,-6,151,20,636,287,-265,688,322,-202,-685
-329,-309,272,-91,-8,143,20,637,285,-267,685,321,-203,-688
-324,-303,269,-98,-2,146,16,635,289,-268,686,320,-197,-686
-320,-301,269,-102,-8,142,26,639,280,-267,687,322,-196,-684
-323,-310,276,-101,-8,141,16,644,289,-264,691,323,-198,-686
-327,-305,271,-96,-4,145,15,646,285,-262,690,323,-197,-684
-325,-300,274,-98,-6,146,17,638,287,-270,685,318,-197,-685
-324,-299,278,-94,-11,146,16,640,287,-262,685,322,-203,-681
-327,-308,272,-105,-4,139,20,637,284,-264,685,322,-198,-687
-324,-305,268,-90,-8,145,15,639,279,-261,682,328,-196,-688
-323,-306,268,-86,-12,146,17,642,281,-266,683,323,-195,-691
-323,-305,270,-89,-1,148,18,640,285,-262,687,322,-200,-684
-325,-309,271,-97,-5,148,23,637,286,-273,687,320,-199,-688
-325,-308,268,-108,-3,142,16,641,280,-261,686,319,-200,-683
-321,-306,268,-113,-2,144,19,641,283,-273,681,326,-198,-684
-326,-301,274,-112,0,141,16,642,285,-261,685,324,-197,-690
-326,-296,272,-104,-8,147,14,641,280,-269,689,323,-201,-684
-322,-300,277,-89,-3,139,14,640,281,-262,685,320,-197,-687
-325,-306,271,-110,-5,145,14,643,283,-270,691,322,-202,-682
-328,-304,268,-108,-4,142,14,640,280,-263,684,323,-195,-688
-323,-305,272,-105,-1,143,15,642,284,-257,686,321,-197,-685
-324,-302,271,-98,-3,141,18,640,285,-263,692,325,-196,-688
-324,-301,274,-98,-15,142,21,640,284,-264,688,322,-198,-682
-326,-298,273,-114,-6,145,16,641,285,-263,689,318,-200,-681
-320,-295,273,-109,0,147,13,641,284,-265,690,322,-197,-687
-325,-292,271,-97,-1,141,14,638,279,-270,684,322,-194,-686
-322,-304,274,-99,-5,142,14,635,281,-267,682,320,-204,-686
-324,-298,273,-87,-8,143,19,639,286,-265,687,322,-203,-686
-323,-300,271,-100,-9,142,15,642,282,-262,681,324,-202,-684
-323,-297,272,-109,-1,146,21,638,280,-265,684,326,-197,-685
-321,-299,269,-113,-12,148,17,644,277,-265,681,316,-199,-683
-321,-300,270,-107,-10,147,17,639,279,-270,689,322,-202,-685
-323,-300,266,-106,-11,143,15,635,283,-258,684,319,-202,-686
-321,-296,270,-90,-4,141,17,638,282,-262,681,322,-205,-683
-324,-306,269,-99,-2,148,21,638,285,-267,688,325,-197,-690
-323,-299,270,-93,-1,149,22,641,285,-265,682,321,-200,-686
-325,-297,273,-111,-2,146,18,641,280,-264,687,321,-200,-683
-323,-292,271,-119,-2,141,18,640,281,-263,680,324,-197,-684
-324,-290,268,-102,-6,148,16,644,285,-260,685,321,-204,-685
-325,-294,270,-102,-8,148,15,643,283,-272,687,321,-201,-686
-325,-295,271,-106,-11,150,24,636,281,-265,690,324,-199,-684
-324,-302,271,-112,-6,148,27,637,284,-267,680,325,-198,-681
-322,-298,270,-107,-4,146,19,638,282,-268,681,322,-202,-684
-325,-302,270,-94,-4,144,18,639,286,-270,687,322,-199,-681
-320,-296,274,-106,-6,143,17,638,278,-262,684,322,-203,-687
-325,-297,273,-109,-1,145,25,642,279,-261,679,325,-197,-683
-324,-291,275,-115,-9,146,19,636,279,-262,679,323,-198,-684
-328,-297,272,-102,-11,147,18,637,281,-259,688,323,-198,-684
-325,-290,267,-96,-3,141,16,642,284,-263,690,320,-197,-690
-324,-292,266,-96,0,146,22,639,280,-262,685,321,-190,-688
-322,-293,272,-106,-8,147,14,641,283,-262,687,323,-200,-689
-321,-290,269,-99,-9,143,17,630,280,-260,682,321,-195,-688
-323,-294,274,-98,-3,147,16,637,278,-269,688,322,-202,-682
-322,-293,270,-98,-5,143,19,637,280,-262,681,322,-202,-685
-322,-295,268,-104,1,146,19,637,280,-262,687,323,-203,-682
-322,-298,273,-119,-2,143,26,642,281,-267,687,322,-202,-685
-325,-294,271,-114,0,144,16,638,281,-262,687,320,-197,-683
-326,-291,272,-112,-5,147,18,642,280,-264,684,323,-198,-683
-324,-289,270,-104,-5,141,18,638,284,-269,688,322,-194,-688
-324,-291,273,-100,-5,140,15,642,282,-264,689,328,-198,-686
-324,-293,273,-102,-8,150,20,641,282,-267,687,320,-200,-686
-324,-291,271,-106,-6,144,13,642,277,-264,681,324,-202,-679
-320,-289,268,-123,-7,146,18,642,281,-263,690,321,-196,-686
-323,-288,269,-111,-6,148,25,640,279,-267,686,321,-197,-686
-325,-291,273,-109,-3,145,20,644,282,-261,683,323,-195,-688
-324,-290,268,-113,-6,140,19,641,280,-261,685,323,-200,-690
-324,-292,271,-118,-3,145,16,646,279,-265,684,322,-203,-678
-324,-290,269,-116,-3,149,19,635,282,-265,686,325,-199,-688
-327,-287,270,-108,1,147,18,640,280,-260,684,326,-201,-688
-327,-284,271,-98,-6,141,22,636,286,-266,682,322,-196,-682
-326,-289,272,-105,-4,143,18,637,284,-265,687,316,-201,-687
-325,-291,271,-118,-4,147,17,639,283,-267,690,324,-199,-684
-326,-285,272,-107,-5,143,16,638,283,-268,681,325,-203,-686
-322,-287,271,-103,-7,144,22,641,281,-264,685,324,-201,-686
-325,-286,268,-116,-6,141,14,643,276,-263,679,323,-197,-685
-325,-289,269,-111,-3,142,15,641,279,-265,690,325,-192,-688
-326,-292,271,-106,-9,146,18,637,280,-263,680,325,-200,-688
