-377,-189,228,-71,-35,160,37,-27,257,-210,569,193,-208,-1237
-365,-184,227,-70,-33,161,38,-26,255,-212,571,198,-197,-1327
-383,-186,234,-70,-31,160,36,-28,255,-211,571,190,-206,-1247
-367,-185,226,-73,-35,162,32,-26,255,-212,568,197,-200,-1251
-381,-183,228,-69,-31,162,36,-19,249,-206,568,196,-205,-1216
-370,-182,234,-71,-33,161,26,-21,260,-213,571,196,-197,-1212
-385,-182,227,-69,-31,162,36,-30,252,-205,568,200,-201,-1246
-368,-191,226,-78,-32,159,31,-26,255,-205,577,200,-201,-1231
-373,-179,234,-71,-37,167,32,-22,258,-207,565,201,-198,-1267
-384,-190,230,-73,-30,162,31,-37,253,-207,570,198,-198,-1273
-363,-177,232,-82,-36,160,31,-40,261,-199,571,192,-210,-1346
-386,-189,230,-68,-32,165,36,-36,256,-214,571,198,-198,-1273
-368,-191,227,-71,-34,159,31,-34,256,-204,569,195,-206,-1261
-375,-185,231,-75,-36,169,31,-27,253,-214,567,190,-201,-1233
-380,-188,226,-74,-35,163,35,-42,255,-206,567,190,-201,-1310
-376,-187,234,-75,-32,162,33,-45,257,-210,567,193,-200,-1307
-379,-181,227,-70,-32,159,33,-45,254,-205,568,195,-201,-1341
-371,-186,232,-75,-37,162,28,-53,259,-208,565,190,-199,-1345
-385,-184,233,-79,-34,167,40,-43,254,-201,572,194,-199,-1314
-360,-183,227,-73,-35,159,37,-53,259,-207,570,190,-199,-1411
-395,-180,237,-72,-32,164,36,-51,258,-204,575,193,-200,-1336
-370,-182,228,-77,-29,160,37,-53,257,-207,561,195,-200,-1394
-376,-183,237,-74,-31,162,33,-55,256,-200,582,189,-201,-1405
-384,-179,228,-73,-29,160,30,-55,256,-208,564,190,-201,-1418
-366,-181,237,-72,-30,166,32,-64,255,-208,576,188,-201,-1481
-388,-179,226,-75,-34,162,34,-60,263,-201,575,190,-202,-1419
-373,-183,234,-72,-34,162,30,-63,260,-201,574,194,-194,-1434
-388,-179,231,-75,-32,169,41,-59,262,-208,565,192,-199,-1420
-374,-180,233,-71,-33,167,38,-68,258,-203,571,188,-201,-1479
-393,-183,235,-68,-31,160,34,-55,253,-203,568,193,-208,-1402
-380,-175,230,-75,-37,165,36,-60,248,-210,567,192,-197,-1395
-377,-187,226,-71,-33,159,32,-55,257,-207,572,192,-206,-1353
-387,-183,229,-74,-32,164,31,-55,257,-208,566,193,-184,-1313
-365,-188,228,-71,-34,165,32,-53,257,-208,569,195,-197,-1377
-372,-186,229,-72,-31,163,32,-59,257,-212,568,191,-199,-1368
-387,-175,232,-60,-34,182,43,-61,258,-205,565,192,-202,-1325
-371,-187,228,-75,-35,161,39,-49,253,-212,570,193,-198,-1225
-364,-180,221,-78,-37,162,34,-59,252,-208,565,198,-197,-1249
-377,-184,225,-73,-40,161,34,-52,260,-206,565,193,-202,-1225
-392,-184,224,-71,-30,165,31,-65,253,-208,566,192,-197,-1253
-361,-186,231,-70,-32,161,33,-68,257,-206,565,190,-200,-1308
-364,-187,227,-71,-36,164,40,-60,256,-206,565,193,-202,-1240
-376,-178,226,-75,-35,163,30,-69,253,-209,568,194,-208,-1288
-388,-178,231,-73,-32,162,41,-80,257,-206,568,194,-197,-1288
-387,-184,229,-73,-37,164,33,-73,261,-209,567,190,-203,-1272
-366,-181,225,-72,-35,166,33,-80,255,-205,564,190,-205,-1340
-367,-189,229,-75,-34,170,30,-86,256,-204,562,189,-205,-1329
-365,-182,231,-74,-36,165,29,-87,251,-206,567,190,-210,-1346
-371,-188,226,-75,-34,156,33,-92,257,-208,569,194,-200,-1303
-386,-187,227,-73,-31,161,29,-100,257,-206,566,187,-202,-1378
-381,-187,233,-75,-33,156,34,-106,258,-209,562,190,-197,-1395
-380,-185,225,-75,-33,162,43,-105,256,-205,564,190,-203,-1351
-364,-183,225,-75,-35,159,30,-115,255,-211,560,184,-202,-1388
-397,-180,237,-77,-33,160,34,-110,258,-208,568,188,-196,-1336
-368,-182,232,-70,-33,161,31,-124,251,-210,562,186,-210,-1381
-378,-185,226,-68,-32,161,30,-126,257,-205,562,183,-197,-1460
-399,-180,232,-72,-29,161,31,-141,256,-210,562,190,-204,-1488
-399,-184,226,-72,-35,162,31,-155,256,-206,562,175,-201,-1544
-379,-188,228,-61,-30,163,32,-167,256,-205,563,184,-209,-1620
-399,-187,232,-70,-31,162,33,-163,256,-206,560,177,-199,-1497
-398,-182,229,-79,-30,166,30,-163,253,-203,561,177,-199,-1513
-393,-185,226,-68,-34,159,31,-168,256,-207,561,181,-203,-1524
-375,-178,234,-68,-32,161,32,-163,252,-207,560,181,-202,-1526
-378,-186,237,-71,-30,158,32,-170,254,-207,555,182,-201,-1553
-389,-182,230,-68,-34,161,32,-170,253,-206,560,182,-211,-1493
-388,-178,233,-67,-31,160,31,-161,252,-208,555,183,-195,-1316
-387,-184,227,-65,-30,160,35,-148,260,-206,554,181,-207,-1386
-389,-189,231,-72,-30,161,42,-167,257,-204,558,177,-199,-1455
-362,-185,226,-63,-33,161,33,-168,256,-208,562,179,-201,-1482
-398,-183,222,-66,-35,166,30,-164,255,-206,560,185,-208,-1367
-390,-187,234,-66,-31,161,36,-180,254,-207,549,176,-198,-1409
-375,-180,235,-64,-31,162,33,-175,258,-210,558,182,-194,-1393
-369,-182,231,-66,-33,167,42,-187,254,-208,557,178,-202,-1468
-370,-180,229,-70,-34,164,37,-188,252,-211,554,183,-196,-1486
-398,-182,229,-63,-31,162,34,-188,258,-208,563,180,-201,-1386
-387,-186,234,-62,-31,162,36,-190,259,-203,550,176,-203,-1442
-374,-191,232,-49,-34,166,40,-208,250,-210,555,172,-197,-1531
-402,-183,235,-64,-32,163,28,-266,259,-204,551,161,-205,-1949
-392,-182,234,-71,-31,162,26,-265,251,-209,550,166,-209,-1890
-406,-181,232,-68,-30,162,32,-269,252,-208,554,168,-198,-1847
-381,-188,231,-68,-33,160,29,-268,263,-206,550,167,-194,-1828
-396,-183,234,-65,-34,159,30,-272,253,-211,550,172,-205,-1696
-403,-180,233,-65,-35,175,35,-263,256,-209,549,170,-206,-1655
-402,-180,229,-67,-36,162,42,-267,255,-210,547,173,-195,-1682
-388,-182,229,-75,-36,158,33,-264,259,-211,550,171,-196,-1638
-377,-183,232,-65,-32,159,43,-272,252,-210,550,173,-201,-1634
-402,-183,232,-60,-33,163,31,-264,253,-204,552,171,-201,-1504
-392,-182,232,-63,-36,162,35,-244,252,-207,553,175,-201,-1437
-360,-184,231,-71,-32,159,34,-220,251,-210,552,184,-201,-1186
-369,-183,227,-69,-33,158,35,-221,253,-209,554,178,-209,-1164
-369,-182,233,-65,-31,162,35,-226,256,-210,550,180,-204,-1210
-393,-184,230,-66,-35,162,39,-241,257,-208,552,170,-207,-1313
-359,-178,228,-64,-29,159,31,-240,251,-202,551,169,-200,-1363
-382,-182,231,-64,-32,164,32,-242,259,-208,550,176,-200,-1319
-373,-184,226,-62,-32,166,34,-242,256,-207,548,174,-203,-1287
-394,-184,236,-64,-33,164,34,-242,248,-201,548,174,-204,-1315
-376,-180,236,-59,-31,159,32,-247,254,-209,551,174,-200,-1368
-364,-182,227,-57,-33,162,32,-241,252,-208,546,175,-198,-1319
-369,-183,234,-66,-34,163,37,-253,256,-206,549,171,-196,-1281
-391,-185,225,-62,-33,166,40,-251,253,-208,552,172,-209,-1286
-383,-184,233,-70,-28,160,33,-249,252,-206,546,172,-198,-1336
-366,-182,233,-71,-34,157,36,-265,255,-205,548,173,-200,-1432
-369,-188,230,-74,-34,162,37,-264,252,-209,543,174,-207,-1360
-374,-186,226,-72,-32,160,32,-261,257,-211,540,177,-205,-1269
-395,-183,231,-74,-37,159,38,-272,255,-208,542,175,-211,-1337
-376,-183,230,-66,-35,162,38,-274,256,-208,540,170,-209,-1410
-368,-183,231,-65,-32,162,38,-277,256,-203,542,170,-192,-1482
-398,-187,236,-66,-30,158,41,-283,255,-209,540,176,-204,-1403
-379,-187,234,-65,-37,159,28,-285,263,-206,549,175,-199,-1379
-371,-180,229,-65,-30,162,30,-316,260,-213,547,174,-199,-1332
-396,-182,229,-67,-39,160,34,-329,258,-204,540,170,-205,-1334
-373,-177,233,-65,-34,169,34,-276,255,-209,545,181,-205,-982
-379,-182,232,-70,-35,163,35,-283,253,-207,550,178,-203,-1043
-356,-184,230,-52,-33,170,25,-301,258,-211,544,175,-199,-1146
-368,-185,233,-57,-31,163,34,-288,256,-211,546,174,-207,-1102
-378,-183,230,-65,-36,159,36,-278,253,-211,539,178,-198,-1013
-368,-186,229,-62,-34,165,29,-293,254,-205,541,173,-198,-1222
-363,-182,234,-63,-32,163,43,-278,252,-209,548,173,-202,-1059
-356,-186,240,-62,-34,164,32,-287,259,-209,544,175,-202,-1167
-376,-185,232,-60,-35,163,45,-289,252,-209,537,177,-211,-1137
-367,-183,228,-71,-34,163,35,-294,255,-209,537,174,-199,-1158
-371,-187,238,-57,-34,159,30,-285,258,-212,537,172,-205,-1185
-384,-178,225,-65,-35,162,33,-292,255,-209,542,175,-200,-1193
-379,-183,233,-69,-31,160,33,-306,256,-208,539,172,-195,-1318
-367,-181,230,-63,-34,165,30,-304,257,-213,531,172,-195,-1344
-394,-178,230,-64,-29,165,37,-321,253,-207,538,170,-196,-1428
